Polarity,Text
Negative,زفت اسوأ برنامج الحين
Negative,البرنامج على الشبكه اذا تبي تدقين يعلق وذا كان ماعندج شبكه مايمديج تكلمين
Negative,مش خلو خالص الاول كان جميل
Negative,ليه بعد التحديث مبقتش اسمع اى حدولاحديسمعنى ف المكالمات
Negative,الاتصال حاليا مش كويس خالص
Negative,صار فاشل جدا برنامج
Negative,محتاج شبكه قوية جدا الأول كان افضل
Negative,اكثر برنامج ينزل تحديثات... كل يومين تحديث جديد
Negative,برنامج زباله جدا
Negative,يعلق يعلق بعلق
Negative,يعللق كثير
Negative,الصوت بيقطع
Negative,سيئ جدا كان احسن برنامج.عاوز اعرف الشخص عنده نت ام لاء الاتصال غير مستقر.كان الاول ممتاز جدا.ارجو تحديث جديد سار تعبان
Negative,هو اصلا مش بيستاهل حتي نصف نجمه وآخر تحديث زباله ليه كده حرام عليكوا والله علشان هو البرنامج الوحيد اللي بعرف أتكلم من عليه بس ياريت يرجع زاي الأول
Negative,بلي حر ودمي مر اوصخ برنامج مكالمات صوتيه شفته في حياتي عمري ما سويت منه مكالمه اﻻ ويقول لي اﻻتصال غير مستقر لما عقد الواحد في برامج اﻻتصال كلها وصخ وصخ وصخ
Negative,ياجماعة البرنامج ده ايه اللي حصله كل ما اجي اتصل منه مش بسمع اللي بيكلمني ولا اللي بيكلمني بيسمعني مع العلم اني جربت الموضوع ده في اجهزة اندرويد تانية الموضوع ده هنا في مصر بس لكن شغال في السعودية عادي ممكن حد يفيدنا في الموضوع ده
Negative,الاول كان جميل جداً كل مازد التحديث فية ساء اكتر من الاول مع انة المفروض العكس والدليل انة الوقت بقي يقطع ف الصوت وكمان دائما بيكون الاتصال غير مستقر اخر تحديث سيء جداً نرجو من حضارتكم ان ترجعوه مثل الاول جزاكم الله خير
Negative,كل لما اجي اسوي مكالمة اول ما يبدء يتصل يجيبلي رسالة يقولة ف مشكلة ف المكرفون او لو ف احد متصل علي ايش المشكلة
Negative,اناكنت فى الاول احبه ولكن لماكنت اغلق البرنامج لو حداتصل عليا كان بيديه ان البرنامج مفتوح وبكدا سبب مشاكل فكرهتو جدا
Negative,بعد اخر تحديث الصوت مش شغال الرجاء حل المشكلة بعد الاتصال والرد الصوت لا يعبر ف الاتجاهيين
Negative,بعد التحديث الاخير الصوت لا يمكن سماعه وجودة الصوت جدا سيئة أرجو حل المشكلة سريعا وشكرا.
Negative,هذا البرنامج فاشل بكل ماتعنيه الكلمه حطيت نجمه على شان التعليق والله خساره فيه تنزله بحوالك
Negative,كان يامكان الحين خرب العيون حبيبتي
Negative,ياجماعه ابي حل للمكالمات جهازي جلكسي وذا دق مابي يطلع لي بالشاشه فيه اتصال خفيت كل الشعارات وهم اذا احد اتصل يطلع لي ع الشاشه المكالمه ياريت تفيدوني لاهنتووو
Negative,عيال محدش ينزل التحديث ده خربان والله الاول كان زي الفل لكن التحديث ده خربان ابن خربان....؟
Negative,مشكله تسجيل الدخول في مشكله كل ما اسوي تسجيل دخول يقلي جاري التحميل في الاخير يقلي مافي نت والنت عندي 💯 💯
Negative,كان برنامج روعه الحين لا اتصال ولا رسايل ترضي ترتسل ممكن تحلو المشكله
Negative,لما ابغا اكلم فيديو يقلي لا يسمح لك الرجاء حل المشكله
Negative,لاشي في مشكلة في الاتصال يقول مشكلة في المكرفون تكفون شوفوا له حل
Negative,البرنامج مش شغال عندنا في مصر مش بنسمع حد ولا حد بيسمعنا
Negative,بعد التحديث دايمآ اﻻتصال غير مستقر ومفيش صوت
Negative,يا اخي مابتوصل الرسايل ألا عندما اكون فاتح اللاين
Positive,هو تطبيق جيد ولكن لااعرف رقم الشخص الا خر من خلال اسمه يعني كيف اريد ان اعرف ان رقم هذاالشخص من اسمه في الاين وايضا نريد منكم اظهار اذا كن الشخص متصل او غير متصل في البرنامج
Positive,السعودية ممتاز جدا ومعرب عندي وافضل ما يبين انك متصل من دوشة الناس بس تدخل وممتاز في كل شيئ♡ جيد بس مو عربي. الإرشادات لو تتعرب احسن .. ومايبين مين حاضر ومين غائب ..
Positive,صلوا على رسول الله (صلى الله عليه وسلم ) اروع برنامج اتصال فيديو وصوت ولا في اي مشكله من اللي بقولوا عليه صوت نقي وصورة واضحه .... بس عاوز نت قوي
Positive,جميل مره وحلو بس ياليت تضيفون اذا كان طالع من لاين اخر ضهور واذا كان داخل لاين متصل واذا قاعد يكتب تحطون يكتب... يعني مثل الواتس اب
Positive,الوصف جيد جدا جدا ممتاز روعة
Positive,ائع جدا وسهل جدا مبالغه حقيقه مبالغه التحييه لكل السودان واهلي في السودان
Positive,ممتاز سهل وواضح بالفيديو
Positive,انصح فيه الصراحة البرنامج ممتاز للي يحب يكلم مجاني لو كان ماعندك رصيد بجوالك
Positive,برنامج رائع رهيب و رائع جداً و صوت نقي و بيوفر فلوس كثير
Positive,تطبيق رائع...وفيه خصوصيه محدش يعرف دخلت امتي ..خرجت امتي ..انت حتي لو بتكتب اللي قدامك مش بيعرف ...
Positive,البرنامج جدا جميل بس كل ما أجي انزلوا يقلي لازم تعيدي التسجيل مره تانيه ارجو حل المشكله
Positive,السعودية انه رائع وواضح الصوت وغير متقطع
Positive,تطبيق رائع...وفيه خصوصيه محدش يعرف دخلت امتي ..خرجت امتي ..انت حتي لو بتكتب اللي قدامك مش بيعرف ...
Positive,شوشو خلو الكذب الي يقول انLlNE وسخ فهو الي وسخ والبرنامج حلو بكتيررررر. ويطقع بلبرامج كله فهمتو يا مصلحجي و لحوجي^_^
Positive,هو برنامج كويس بس فيه بعض العيوب زى انى معرفش إذا كان فى حد فاتح ولا لاء ولو حد عملى حظر برضو معرفش أنه عملى حظر نرجو التعديل
Positive,البرنامج رائع بس ينقص شئ واحد وهو معرفه إذا كان صديقي متصل وغير متصل الآن مثل البرامج الآخر لو تفضلتو ضفوا تلك الخاصيه وشكرا
Positive,السلام عليكم ورحمة الله وبركاته البرنمج حلو وان أعطيه 5 نجوم بس أريد طلب بصيط ارجو إضافة حاله متصل الأن وآخر ضهور وشكران جزيلا 💋❤🌷 حلو 100 في 100👏👏👏👏👍👍👍
